ID,Price,Description
130a,1.95,NAVASAKTI Appalam Plain 200g
130b,1.75,NAVASAKTI Appalam Ring Color 200g
131,3.45,MD Extra Hot Chilli Sauce 400g
132,3.45,MD Green chilli Sauce 400g
133,2.95,MAGGI Hot & Sweet Sauce  500ml
134,2.95,MAGGI Masala Chilli Sauce  500ml
134a,0.95,MAHARAJAS CHIOCE Plain pappadams (poly packs) 100g
135,3.45,PATTU Sauces - Chilli + Garlic 500g
136,3.45,PATTU Sauces - Hot & Sweet 500g
137,3.45,PATTU Sauces - Masala Chilli 500g
138,3.45,PATTU Sauces - Tomato katchup 500g
