ID,Price,Description
121a,3.95,KOZHIKODAN Cococnut Oil  1ltr
121b,6.95,KOZHIKODAN Coconut Oil  2ltr
121,10.95,PARACHUTE Coconut Oils 1Lit
122,13.95,GOLDWINNER Goldwinner Sunflower Oil 5Lit
123,5.95,TEZ Mustard Oil 1lt
124,12.95,IDHAYAM Sesame Oil 1Lit
125,23.95,IDHAYAM Sesame Oil 2Lit
126,38.95,MILLER Sunflower oil 20Lit
127,11.95,MILLER Sunflower oil 5Lit
128,35.95,DANCING CHEF Veg Oil 20Lit
