ID,Price,Description
87a,2.45,MONICA Coconut Cream 450ml
88,14.45,MAGGI Coconut Milk Powder 1Kg
89,9.95,GOGOCO Coconut Milk Powder 1Kg
90,4.95,ARALIYA Coconut Milk Powder 350G
