ID,Price,Description
79,3.25,DOUBLE HORSE Biriyani Masala 200g
80,3.25,DOUBLE HORSE Chicken Masala 200g
81,12.5,RABEENA Curry Powder Hot 900g
82,12.5,RABEENA Curry Powder Mild 900g
83,3.25,DOUBLE HORSE Egg Masala 200g
86,16.95,KINGS Jaffan Roasted Curry Powder 900g
87,5.25,AACHI Jaffan Roasted Curry Powder 450g
84,3.25,DOUBLE HORSE Rasam Masala 200g
85,3.25,DOUBLE HORSE Sambar Masala 200g
