ID,Price,Description
112,8.45,AASHIRVAAD Ghee  500ml
113,12.95,AMUL Ghee 1Lit
114,24.95,AMUL Ghee 2Lit
115,120,AMUL Ghee 10Lit
116,13.95,AMUL Cow Ghee 1Lit
117,135.95,ALLOWRIEE Pure Ghee 10Lit
118,15.95,GRB Ghee 1Lit
119,4.95,PURE SOUL Ghee  350g
113a,15.95,SHUDH Ghee 800ml
113b,6.95,SSM Pure Ghee 500ml
